COLE_CODIGO_COLEGIO;COLE_NOMBRE_SEDE;COLE_ES_BILINGUE
111864;GIMNASIO DEL DAGUA BORRERO AYERBE;0
111872;COL SANTA INES CAMPESTRE;0
111906;MERCEDES ABREGO;0
111930;DOMINGO IRURITA;0
107847;IE JOSE MARIA CORDOBA;0
107888;IE PIJIGUAYAL;0
107896;INSTITUCION EDUCATIVA CRISTOBAL COLON;0
107920;INSTITUCIÓN EDUCATIVA VICTORIA MANZUR;0
107938;INST.EDUC.ALIANZA P. EL PROGRESO;0
107946;COL SAGRADO CORAZON DE JESUS;0
107953;INSTITUCION EDUCATIVA MOGAMBO;0
107961;INSTITUCIÓN EDUCATIVA LA YE;0
131581;COL MIXTO SINTRAFEC;
131623;INST. EDU. SAN JOSE;
131649;COLEGIO SAN FRANCISCO JAVIER;
131656;INST. EDUC. DIST. SAN MIGUEL ARCANGEL (ANT. C.C.E.B #210) ;
132035;INSTITUTO  PARCELAS;
132068;COLEGIO EMPRESARIAL - SEDE PRINCIPAL;
132076;COLEGIO EMPRESARIAL - SEDE PRINCIPAL;
132233;COL PEDAG CENPI;
132266;LIC  PEDAGOGICO SANTO DOMINGO SAVIO;
132738;I.E. JUAN IGNACIO - SEDE PRINCIPAL;
132746;C.E.B. # 136;
132803;SAN MATEO;
132845;CENT EDUC DIST ANTONIO BARAYA;
132894;SAN ROQUE;
128181;NILO;
128256;INSTITUCIÓN EDUCATIVA JULIO CAICEDO Y TELLEZ - SEDE PRINCIPAL;
128314;INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO RICAURTE;
128371;COLEGIO AVELINA MORENO;
128389;II.E.D. ARMANDO ESTRADA FLOREZ - SEDE PRINCIPAL;
128462;SANTA TERESITA;
128470;CENT EDUC DIST MISAEL PASTRANA BORRERO;
128496;COLEGIO SANTA CATALINA;
128579;GABRIELA MISTRAL;
128652;INST EDUC FRANCISCO JOSÉ DE CALDAS;
128694;COL. COMUNITARIO EL REDENTOR;
116152;CENTRO EDUCATIVO EN EDUCACION FORMAL JOVENES Y ADULTOS SISTEMAS FUTURO 2005;0
116160;LOS LIBERTADORES;0
116194;INST. EDUC. DIST. SIMON BOLIVAR (ANT. CEB # 127);0
116202;LOS FUNDADORES;0
116244;INSTITUCION EDUCATIVA DEPARTAMENTAL BETULIA;0
118869;LIC INFANTIL Y JUVENIL ESPINAL;0
118877;INST EDUC MATEO PEREZ;0
97741;I E PILOTO SIMON BOLIVAR;0
97766;IE RURAL VIJAGUAL;0
97774;INS TEC RAFAEL GARCIA HERREROS                                                                      ;0
97790;INSTITUTO EMPRESARIAL GABRIELA MISTRAL;0
97808;COLEGIO IBEROAMERICANO - SEDE PRINCIPAL;0
97816;COLEGIO IBEROAMERICANO - SEDE PRINCIPAL;0
97824;INSTITUTO RAFAEL POMBO;0
97857;INST TEC COLOMBIANO INTECOL                                                                         ;0
97865;COLEGIO AGROPECUARIO PUENTE SOGAMOSO;0
111393;COL ARQUID.  JUAN PABLO II;0
111401;INSTITUCION EDUCATIVA LA PAZ;0
111419;INSTITUTO BILINGUE AGORA;0
111427;COLEGIO EL HOGAR;0
111435;LAS AMERICAS;0
111443;C. E. FORMAL DISCENTER S - SEDE PRINCIPAL;0
111468;GIMNASIO DEL DAGUA QUEREMAL;0
90878;INSTITUCION EDUCATIVA COMPARTIR BOCHICA;0
90886;POLITECNICO UNIVERSAL DE CAPACITACION UNICAP;0
90894;GIMN JUAN BAUTISTA LAMARCK                                                                          ;0
90928;CENT EDUC DIST BAS Y MEDIA NUEVA CASTILLA;0
90936;CENT EDUC DIST VEINTE DE JULIO;0
90944;CENT EDUC DIST NUEVO CHILE;0
90951;CENT EDUC DIST RODRIGO ARENAS BETANCOURT;0
90969;COL COFRATERNIDAD DE SAN FERNANDO                                                                   ;0
90985;CENT EDUC DIST BAS Y MEDIA O.E.A;0
90993;COL SAN GREGORIO HERNANDEZ                                                                          ;0
91009;CENT EDUC DIST SAN JOSE NORTE;0
91033;COL DE ADMON ROBERT OWEN                                                                            ;0
91041;COL CRISTIANO SEMILLA DE VIDA EDUCACION PARA ADULTOS                                                ;0
91082;COL CENCOSISTEMAS                                                                                   ;0
107979;INSTITUCIÓN EDUCATIVA POLICARPA SALAVARRIETA;0
108027;COLEGIO LA VOZ DE LA ESPERANZA;0
108043;INST. EDU. FRANCISCO DE PAULA SANTANDER;0
108050;CASD SIMON BOLIVAR;0
108084;I. E. R. CHURIDO PUEBLO;0
103200;COLEGIO ANDAKI;0
103226;INST.EDUC.ALFONSO BUILES CORREA;0
103259;COLEGIO MADRE DE DIOS;0
103267;COLOMBO BRITANICO DE LA GUAJIRA;1
103291;SEDE 01 RODRIGO DE BASTIDAS;0
109561;COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL;0
109579;CENT EDUC DIST SAN AGUSTIN;0
66381;NORMAN ZULUAGA JARAMILLO;0
66415;INSTITUCION EDUCATIVA SAN RAFAEL;0
66423;JULIAN TRUJILLO;0
66431;COL INTERNACIONAL DE BOGOTA                                                                         ;1
66456;COLEGIO COOPERATIVO LINO GIL JARAMILLO;0
132910;INSTITUCION EDUCATIVA COMUNAL VERSALLES;
132928;COL CARLO FEDERICI (INST EDUC DIST);
131870;INSTITUCION EDUCATIVA NUESTRO ESFUERZO;
131888;COLOMBO AMERICAN SCHOOL;
131953;INSTITUTO ACISCOM - SEDE PRINCIPAL;
131987;LICEO SANTA MARTHA;
131995;CENT EDUC DIST BRASILIA - USME;
132282;INSTITUCION EDUCATIVA LUIS CARLOS LOPEZ;
132290;INSTITUTO TÉCNICO MODERNO - SEDE PRINCIPAL;
132308;COLEGIO SAN SEBASTIAN DE URABA;
132316;COL BOSQUES DE SHERWOOD                                     ;
132332;COL HENRY WALLON - SEDE PRINCIPAL;
132381;COLEGIO  BASICO  SANTA CECILA;
132399;CENT EDUC DIST LUIS LOPEZ DE MESA;
132407;I.E. EL NIQUIA DARÍO LONDOÑO CARDONA - SEDE PRINCIPAL;
132449;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;
132472;INSTITUCION EDUCATIVA ARTURO VELASQUEZ ORTIZ;
118729;74/01 INSTITUCION EDUCATIVA JUANA DE CAICEDO Y CUERO;0
118737;INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA;0
118745;COLEGIO MIXTO SAN VICENTE;0
118885;COLEGIO MAYOR SANTIAGO DE CALI;0
118752;CENTRO DOCENTE LA ESPERANZA;0
118786;LIC MODERNO ISAAC NEWTON                                    ;0
118802;COLTECNICO COMFACAUCA;0
118901;CENT EDUC DIST QUIBA ALTA;0
118919;COLEGIO COMFACAUCA;0
118927;CENT EDUC DIST FRANCISCO JAVIER MATIZ;0
118976;I.E.M MANABLANCA - SEDE PRINCIPAL;0
118984;LIC SANTA PAULA - SEDE PRINCIPAL;0
118810;COL ANDAKI;0
116145;INSTITUCION EDUCATIVA GUILLERMO RIOS MEJIA;0
118992;I. E. LUIS CARLOS GALAN SARMIENTO;0
119008;LICEO CAUCASIA 1A. AGRUPACION;0
119016;INSTITUTO AGRICOLA URABA-CHIGORODO;0
119032;INSTITUTO NACIONAL DE ESTUDIOS INTEC - SEDE PRINCIPAL;0
122416;LIC CULT LAS AMERICAS                                                                               ;
122630;INSTITUCION EDUCATIVA MARIA INMACULADA;
131037;INSTITUTO CORFERRINI;
113068;INSTITUCION EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR;0
113076;I.E. BOJACA - SEDE PRINCIPAL ;0
113092;GIMN CAMP CRISTIANO                                         ;0
113118;CENT EDUC DIST PUERTA AL LLANO;0
113126;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL IPEBI;0
113134;I.E. MANUEL ELKIN PATARROYO - SEDE PRINCIPAL;0
111567;INSTITUCION EDUCATIVA CIUDAD DE TUNJA;0
111591;INSTITUTO RAFAEL POMBO;0
111617;INSTITUCION EDUCATIVA CORAZON DEL VALLE;0
111625;INST. TECNOLÓGICO PANAMERICANO INSTEP;0
111633;SEDE PRINCIPAL  NO. 3 TOMAS URIBE URIBE;0
111641;INSTITUCION EDUCATIVA PEREZ PALLARES;0
111658;COL CALATRAVA - SEDE PRINCIPAL;0
111674;I.E. NUESTRA SEÑORA DE LAS LAJAS - SEDE PRINCIPAL;0
111682;EL CAMINO ACADEMY                                                                                   ;0
106807;I.E. SAN ANDRES - SEDE PRINCIPAL;0
106815;LIC MODERNO;0
106823;CENTRO DE ESTUDIOS TECNICOS DE ANTIOQUIA LTDA. CETA LTDA.;0
106849;INST EDUC PARA EL DESARROLLO INTEGRAL LA PRADERA;0
106856;LICEO MAYOR TECNICO DEL VALLE;0
106864;INSTITUCION EDUCATIVA DEL CARIBE DE SOLEDAD;0
106872;LICEO COLOMBO IRLANDES;0
106880;CENTRO EDUCATIVO SUPERIOR INTEGRAL PARA EL DESARROLLO HUMANO;0
106898;LUCILA PIRAGAUTA;0
106914;INSTITUCION EDUCATIVA PEDRO ESTRADA;0
97923;INSTITUCION EDUCATIVA SAN VICENTE DE PAUL;0
97972;INSTITUCION EDUCATIVA MIGUEL DE CERVANTES SAAVEDRA;0
98012;I.E. SAN JOSE DE RIVERA - SEDE PRINCIPAL;0
98046;I.E.T. ALVARO MOLINA - SEDE PRINCIPAL;0
98079;COLEGIO HERMANN GMEINER SOS;0
98095;I.E. EL BOSQUE - SEDE PRINCIPAL;0
104273;LICEO GABRIELA MISTRAL;0
104299;COL TEC GABRIELA MISTRAL;0
104307;COLEGIO REAL;0
104315;INSTITUTO NUEVA COLOMBIA ;0
104414;INST EDUC LA LIBERTAD;0
91181;LIC EL GRAN VIRREY                                                                                  ;0
132993;NTRA SRA DEL ROSARIO;
132639;GIMNACIO BILINGÜE MODERNO - SEDE PRINCIPAL;
132647;INSTITUTO EL LABRADOR;
132654;INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;
132670;COL GABRIEL BETANCOURT MEJIA (INST EDUC DIST);
132688;I.E. JORGE MENDOZA LLAMA - SEDE PRINCIPAL;
132696;ESCUELA RURAL MIXTA INTEGRADA DOMINGUILLO;
132712;COLEGIO ANGLO COLOMBIANO;
132753;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA  UNAD - SEDE PRINCIPAL;
132761;JESUS DE LA BUENA ESPERANZA;
132944;INSTITUTO TECNICO EMPRESARIAL DEL NORTE;
132977;COLEGIO CRISTIANO LA SABIDURIA;
133041;BELLO HORIZONTE;
133058;COLEGIO SAN JUAN BOSCO - SEDE PRINCIPAL                            ;
133066;INSTITUTO FORMAL PARA JOVENES Y ADULTOS CENTRO DE ESTUDIO PROTEA;
131045;INSTITUTO CORFERRINI                                                                                ;
131052;INSTITUTO CORFERRINI                                                                                ;
131060;INSTITUTO CORFERRINI                                                                                ;
131078;INSTITUTO CORFERRINI                                                                                ;
131086;INSTITUTO CORFERRINI                                                                                ;
131094;INSTITUTO CORFERRINI                                                                                ;
131102;INSTITUTO FERRINI                                                                                   ;
131110;INSTITUTO CORFERRINI                                                                            ;
131128;INSTITUTO CORFERRINI;
131136;INSTITUTO CORFERRINI                                                                                ;
131151;INST EDUC NUESTRA SEÑORA DE LAS MERCEDES;
131169;INSTITUCION EDUCATIVA MARINA SOLANO;
131185;RUNTA ABAJO;
131193;COLEGIO RURAL EL PURNIO;
131250;COLEGIO ANGLO AMERICANO;
125674;INSTITUCION EDUCATIVA PARTIDAS;
125682;INST EDUCATIVA DEPTAL TECNICO AGROPECUARIA SAN RAMON;
128637;I.E. LA LIBERTAD - SEDE PRINCIPAL;
129809;INSTITUTO REGIONAL COREDI                                                      ;
129817;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
131227;INSTITUTO CORFERRINI - SEDE PRINCIPAL                        ;
131235;INST CORFERRINI;
124222;84/04  JOSE HOLGUIN GARCES;
86082;INST EDUC PEDRO CLAVER AGUIRRE;0
65623;COL BILING REINO UNIDO                                                                              ;0
65631;INSTITUTO TECNICO AGRICOLA LUIS NELSON CUELLAR;0
65672;COLEGIO GIMNASIO LA MERCED;0
65680;I. E. DE JESUS;0
65698;LUIS CARLOS GALAN SARMIENTO;0
65730;COLEGIO BERNORAMA;0
65748;IE EL CARMEN;0
65755;COL LA INMACULADA ;0
65763;COLEGIO DEPARTAMENTAL ROBERTO RUIZ MONSALVE;0
65771;COLEGIO SAN FELIPE NERI;0
97873;COL ACOANDES                                                                                        ;0
92494;COL ABRAHAM LINCOLN;0
92502;COL LOS ANDES;0
92528;IE COMUNITARIO CERRITOS;0
92551;INSTITUCION EDUCATIVA NUESTRA SENORA DE GUADALUPE;0
92569;INSTITUTO TECNOLOGICO DOSQUEBRADAS;0
92585;AUGUSTO ZULUAGA PATIÑO;0
92593;LA ESPERANZA;0
92601;COL LEON DE GREIFF;0
92619;COLEGIO ALEJANDRO GALVIS GALVIS;0
92627;COL  ASED                                                                                           ;0
91207;INST SAN FRANCISCO                                                                                  ;0
91215;LICEO AUGUSTO COMTE;0
91231;INSTITUTO PEDAGOGICO ATHENAS;0
91249;INST CERROS DEL SUR ICES                                                                            ;0
91256;INST ACAD LA PORTADA                                                                                ;0
91272;COL DIST EDUC BAS Y MEDIA MONTEBELLO;0
91280;CENT EDUC DIST JORGE GAITAN CORTES;0
91298;CENT EDUC DIST JORGE GAITAN CORTES;0
91314;LIC LATINOAMERICANO DEL SUR - SEDE PRINCIPAL;0
98129;I.E.T. SAN RAFAEL - SEDE PRINCIPAL;0
98137;I.E.T. JUAN MANUEL RUDAS - SEDE PRINCIPAL;0
98145;SEDE 1 ALFONSO PALACIOS RUDAS;0
98152;COL LATINO;0
98160;SEDE 1 BOYACA;0
98178;SEDE 1 CELMIRA HUERTAS;0
98186;I.E.T. GENERAL SANTANDER - SEDE PRINCIPAL;0
98202;GIMNASIO CAMPESTRE;0
98210;CENT EDUC DIST DON BOSCO IV;0
98228;COL SANTA TERESITA                                                                                  ;0
98236;CENT EDUC DIST ISLA DEL SOL;0
98269;CENT EDUC DIST DON BOSCO V;0
98277;CENT EDUC DIST DON BOSCO II;0
98285;CENT EDUC DIST JULIO FLOREZ;0
98293;CENTRO EDUCATIVO DISTRITAL JULIO FLOREZ;0
98301;COL DIST EDUC BAS Y MEDIA CARLOS ARTURO TORRES;0
98319;CENTRO EDUCATIVO BOLIVARIANO;0
98327;CENT EDUC DIST SIERRA MORENA;0
92924;COLEGIO DEPARTAMENTAL DE BACHILLERATO SAN JUAN BAUTISTA DE BETULIA;0
133090;COL PSICOPEDAG SANTO TOMAS                                  ;
133116;INSTITUCION EDUCATIVA DISTRITAL HILDA MUÑOZ;
133439;I.E. SAN MARTIN DE PORRES;
133447;COLEGIO MARIA MERCEDES CARRANZA (I.E.D);
133488;POLITECNICO INTERAMERICANO - SEDE PRINCIPAL;
133496;EL DORADO;
133512;INSTITUCION EDUCATIVA ORESTES SINDICCI;
132043;INSTITUTO DE CAPACITACION TECNOLOGICA INCATE;
132050;IE MANACAL;
132951;GIMNASIO CAMPESTRE SANTO DOMINGO - SEDE PRINCIPAL;
132969;LIC INF CREATIVO;
133033;COL. MARCELO GRAZIOSI;
133108;INSTITUCIÓN EDUCATIVA COLEGIO LA NUEVA FAMILIA - SEDE PRINCIPAL;
133199;INSTITUCION EDUCATIVA VILLA SANTANA;
133520;I.E. ANTONIO NARIÑO - SEDE PRINCIPAL;
133538;INSTITUCION EDUCATIVA COLOMBIA;
133736;INSTITUCION EDUCATIVA JUAN JOSE NIETO;
133744;INSTITUCION EDUCATIVA JUAN JOSE NIETO;
125047;INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;
127332;INSTITUCION EDUCATIVA NUEVO BOSQUE;
18440;INSTITUTO LAS AMERICAS;0
18457;INMACULADA CONCEPCION;0
131433;BOSQUES DE PINARES;
117226;I. E. MARIA AUXILIADORA;0
117242;SEDE CARLOS M. SIMMONDS;0
117291;I.E. SOLMERIDA BUILES - SEDE PRINCIPAL;0
117309;I.E.T. AGROINDUSTRIAL  REPUBLICA DE COLOMBIA - SEDE PRINCIPAL;0
117341;INST EDUC MARIA DE LOS ANGELES CANO MARQUEZ;0
117366;CORPORACION POLITECNICO DE MAGANGUE;0
117374;INST DE FORMACION EDUCATIVA IFE;0
96651;IE TEC SALAMANCA - SEDE PRINCIPAL;0
96677;I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL;0
96685;COL MILITAR CORONEL FRAY JOSE IGNACIO MARIÑO;0
96701;IE JUAN BAUTISTA MARIA VIANNEY;0
96727;INSTITUTO POLITECNICO JOSE CELESTINO MUTIS;0
96735;INSTITUCION EDUCATIVA LA ASUNCION;0
96750;COLEGIO ANGLOHISPANO;1
96768;COLEGIO SAN VICTOR;0
128728;GIMN EL HONTANAR - SEDE PRINCIPAL;
128736;COL SANTA TERESITA;
128793;I E CAMACHO CARREÑOO;
128801;INST. EDUC. COM. DIST. MANUEL ELKIN PATARROYO (ANT. C.C.E.B. # 200) ;
106930;INSTITUTO EDUCATIVO NAZARETH;0
106948;FUNDACION EDUCATIVA NUEVO AMANECER;0
106955;INSTITUTO POLITECNICO ALVARO GONZALEZ SANTANA;0
106963;INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES;0
106989;GIMN MIX MANUEL DEL SOCORRO RODRIGUEZ                                                               ;0
107029;COL ALMIRANTE COLON  - CERETE;0
107037;COL. MPAL CATALINO GULFO;0
107045;COL SAN FCO DE ASIS DE FE Y ALEGRIA;0
107052;INST.EDUC. LA ESPERANZA;0
63958;CENTRO NOCTURNO PEDRO DE HEREDIA;0
63966;EL RECREO;0
64089;INST. ANGLO AMERICANO DE C/GENA.;0
64097;COL. CAMINO DEL CORAL DE C/GENA.;0
64121;I.E. DE ARMENIA - SEDE PRINCIPAL;0
64139;IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL;0
70540;LIC SAN JOSE ORIENTAL                                                                               ;0
70557;BACHILLERATO AGROPECUARIO SANTA RITA;0
92940;INSTITUTO FORMAL PARA JOVENES Y ADULTOS CENTRO DE ESTUDIO PROTEA;0
111948;SUSANA LOPEZ DE VALENCIA;0
111955;ALFONSO LOPEZ PUMAREJO;0
91348;ACADEMIA MILITAR MARISCAL SUCRE;0
91363;INSTITUTO COMERCIAL LORETO - SEDE PRINCIPAL;0
91371;CENTRO EDUCATIVO DISTRITAL SANTA INES;0
91389;GIMNASIO MAYOR DE OCCIDENTE - SEDE PRINCIPAL;0
91397;GIMN NUEVA COLOMBIA DE SUBA                                                                         ;0
91413;I.E.T. AGROPECUARIA SOTE PANELAS - SEDE PRINCIPAL;0
91447;INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER;0
91504;INST. PABLO VI;0
91512;COLEGIO DE LA UNIVERSIDAD AUTONOMA;0
91538;COL. CULTURAL ANDINO;0
91546;COLEGIO SAN VICENTE DE PAUL;0
113514;INST EDUC RAFAEL URIBE URIBE;0
113563;I. E. LA PAZ;0
113589;CENTRO DE EDUCACION EL RECREO  (ANTES COL. CENT DE EDUCAC);0
113613;COLEGIO CADENA LAS PLAYAS;0
113647;COLEGIO JOSE MARIA MUÑOZ FLOREZ;0
133918;CENT EDUC DIST LA BELLEZA;
134064;INSTITUCION EDUCATIVA LLANADAS;
133140;COLEGIO JESUS MISERICORDIOSO ;
133165;SUMMERHILL SCHOOL                                           ;
133611;I.E. CUPIAGUA - SEDE PRINCIPAL;
133629;LICEO CULTURAL JUVENTUD DE AMERICA;
133702;INST TEC DE EXCELENCIA PROFESIONAL INTENAL - SEDE PRINCIPAL;
133710;COLEGIO DE MARIA;
128827;IED 20 DE OCTUBRE;
124750;COLEGIO CEDEPRO - SEDE PRINCIPAL;
127316;INSTITUCION EDUCATIVA DULCE NOMBRE DE JESUS;
127324;INSTITUCION EDUCATIVA DEPARTAMENTAL JULIO CESAR SANCHEZ;
128660;IE DIEGO LUIS CORDOBA PINO;
130096;COL CAMP HIMALAYA;
131268;COL MAYOR DE GALES                                                                                  ;
131276;LIC SANTA BERNARDITA                                                                                ;
125195;I.E. SAN LUIS BELTRAN - SEDE PRINCIPAL;
126334;INSTITUCION EDUCATIVA DEPTAL MÉNDEZ ROZO;
127449;COLEGIO PARROQUIAL SANTA LUCIA;
127472;COL BILINGUE DIVINO NIÑO - SEDE PRINCIPAL;
128710;CENT EDUC DIST FRANCISCO DE PAULA SANTANDER;
128744;IE LA JUVENTUD;
129163;INSTITUCION EDUCATIVA MANUEL ZAPATA OLIVELLA;
92635;COL INTEGD NUESTRA SEÑORA DEL DIVINO AMOR;0
92643;COL ORIENTAL SIGLO XXI                                                                              ;0
92650;INSTITUTO COMERCIAL BOLIVARIANO;0
92668;INSTITUTO METROPOLITANO DE BUCARAMANGA;0
92684;COL DE LAS AMERICAS                                                                                 ;0
92692;COLEGIO LA CANDELARIA - SEDE PRINCIPAL;0
92700;COLEGIO JOSE ANTONIO GALAN;0
92734;COLEGIO ANDALUCIA;0
92742;CORPORACION TECNICA CEDEFOC                                                                         ;0
92759;COLEGIO INTEGRADO YARIMA;0
92783;COLEGIO JUAN DE DIOS ARIAS;0
99515;INST ED SAN JUAN DE ARAMA;0
99523;COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDAÑO;0
99531;LICEO SAN ANDRES;0
99572;INSTITUTO DEL CENTRO CULTURAL;0
99598;COL RAMON LOZANO GARCES 2;0
113241;INSTITUCION EDUCATIVA DISTRITAL LA MANGA;0
113266;INST. EDUC. DIST. MADRE MARCELINA (ANT. C.E.B. # 156);0
113324;INST EDUC FE Y ALEGRIA GRANIZAL;0
113662;I. E. SANTO DOMINGO;0
109595;CENT EDUC DIST LA LIBERTAD - SANTIAGO DE LAS ATALAYAS;0
109611;CENT EDUC DIST DE EDUC BAS Y MEDIA FLORIDABLANCA;0
109629;COL ANGLOAMERICANO;0
109637;CENT EDUC DIST VILLA ELISA;0
109645;COLEGIO DIEGO MONTAÑA CUÉLLAR (IED);0
109652;CENT EDUC DIST EL LIBERTADOR;0
109660;COL DE ENSEÑANZA LATINOAMERICANO;0
109678;COL DIST EDUC BAS Y MEDIA GERARDO PAREDES MARTINEZ;0
109686;CENT EDUC DIST GIMNASIO SABIO CALDAS;0
109694;INSTITUCION EDUCATIVADISTRITAL COLOMBIA VIVA;0
109702;COLEGIO ANTONIO NARIÑO;0
109710;INST EDUC MARIA ALFARO DE OSPINO;0
109728;I.E.D. LAS VILLAS;0
109736;JORGE ELIECER GAITAN;0
109769;INSTITUCION EDUCATIVA  LA INTEGRADA;0
109793;SEDE ANTONIO GARCIA PAREDES;0
109835;INSTITUCION EDUCATIVA RICAURTE;0
109850;SANTA ANA;0
109868;INST TEC REY DE REYES;0
120063;I.E.T. DE LAS CONCHITAS - SEDE PRINCIPAL;0
133819;COL CODEMA (INST EDUC DIST);
133827;SEDE INURBE;
133835;CENT EDUC DIST MORALBA SUR ORIENTAL;
133876;GIMNASIO BILINGUE SANTO ECCEHOMO;
134106;COLEGIO GIMNASIO BUENAVENTURA;
134122;INSTITUTO TECNICO PADRE ALVARO GUTIERREZ PAZ Y FUTURO;
134130;IE GUSTAVO COTE URIBE;
134148;I.E. JULIO CÉSAR TURBAY AYALA - SEDE PRINCIPAL;
132779;COL CARLOS JULIO TORRADO PEÑARANDA;
132795;IE 24 DE MAYO;
133256;COL ALIANZA PEDAGOGICA;
133298;CASD HERMOGENES MAZA;
133314;CARLOS LLERAS RESTREPO;
119065;INS. DIS. DE FOR. TEC. DIV. ALBERTO ASSA;0
119073;INST. DIST. EL CASTILLO DE LA ALBORAYA (ANT. CEB #131-139) ;0
119107;INSTITUCION EDUCATIVA DISTRITAL SANTA BERNARDITA;0
119115;INST. EDUC. DIST. PARA EL DESARROLLO HUMANO  MARIA CANO (ANT. CEB #079) ;0
119131;CORP EDUC. PENTECOSTAL ADULTOS;0
112177;COLEGIO MOSQUERA;0
112219;COL. RAFAEL POMBO;0
112227;COLEGIO MAYOR SAN ANTONIO DE PADUA ;0
112235;LICEO NUESTRA SEÑORA DE LOURDES;0
112250;INST TEC COMERCIAL E INDUSTRIAL PROVIDENCIA;0
112268;INSTITUCION ED TERMARIT;0
112276;MADRE SIFFREDI;0
112284;UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET;0
112300;CENT EDUC PROEDUCAR                                                                                 ;0
112318;GABRIEL GARCIA MARQUEZ;0
112334;ACAD PANTANO DE VARGAS;0
112359;INSTITUTO TECNICO POPULAR DE LA COSTA;0
112375;INSTITUTO SANTO TOMAS;0
112383;COL HOMBRES DEL FUTURO;0
112417;INST EDUCATIVA SAN VICENTE HOGAR;0
112425;I.E. HOGAR NAZARETH - SEDE PRINCIPAL;0
112433;GENERAL SANTANDER;0
112441;COLEGIO EXPERIMENTAL DE PAZ;0
113340;CORP ESC EMPRESARIAL DE EDUCACION;0
113357;CORP ESC EMPRESARIAL DE EDUCACION;0
113365;CORP DE PROG DE EDUC SOCIAL - CORPROE;0
113373;COLEGIO CRISTIANO SOCIAL COMUNITARIO                                                                ;0
92833;COL. PSICOP. CELESTIN FREINET                                                                       ;0
92858;COLEGIO  LLANO DE PALMAS;0
92866;INS EDU BETHEL;0
92882;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;0
92890;INSTITUTO COMERCIAL Y DE CULTURA FEMENINA;0
115261;COL CHARLES BABBAGGE                                                                                ;0
115279;EL CHAIRA;0
94730;NESTOR URBANO TENORIO;0
94748;INSTITUTO COMERCIAL INTEGRADO LITORAL PACIFICO ICOILPA;0
94755;LIC JUVENIL;0
94763;COLEGIO SENDEROS;0
107078;IE JOSE ANTONIO GALAN - SEDE PRINCIPAL;0
107086;INST. EDU. NUESTRA SEÑORA DEL CARMEN;0
107094;INSTITUCION EDUCATIVA SAN MARTÍN DE TOURS;0
107128;COLEGIO INTEGRADO NUESTRA SEÑORA DE LA PAZ;0
107136;INSTITUTO LOS PINOS;0
107144;CENT DE EDUC DE ADULTOS CULTURAL - SEDE PRINCIPAL;0
107151;INSTITUCIÓN EDUCATIVA RANCHO GRANDE;0
120105;COMUNAL DE VERSALLES;0
120121;SAN MATEO;0
120154;INSTITUCION EDUCATIVA SIMON ALMANZA JULIO;
99424;I.E.T. SUMAPAZ - SEDE PRINCIPAL;0
99432;COLEGIO MIGUEL ANGEL MENA;0
99440;COL FUND SAN MARTIN                                                                                 ;0
99457;INSTITUCION EDUCATIVA DOMINGO BENKOS BIOHO;0
99473;I.E. FUNDADORES RAMON BUENO Y JOSÉ TRIANA - SEDE PRINCIPAL;0
99481;INST EDUC CARACAS;0
99499;INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA;0
99507;INSTITUCION EDUCATIVA BRISAS DE IRIQUE;0
105726;UNIDAD TECNOLOGICA DE OCCIDENTE;0
105742;COLEGIO FREINET;1
105759;COL VILLA DE AMPUDIA;0
105767;LICEO MIXTO LA MILAGROSA;0
105775;COLEGIO LA PROVIDENCIA - SEDE PRINCIPAL;0
105783;COL MIX PEDRO MORALES PINO;0
105791;COLEGIO  NUESTRA  SEÑORA  DE  LA PROVIDENCIA;0
105809;INST TEC COMERCIAL INSTECOM;0
105817;COLEGIO COMFANDI REGIONAL PALMIRA SEDE PRINCIPAL;0
105825;LICEO FARALLONES DEL NORTE;0
105833;INSTITUCION EDUCATIVA MONTEBELLO - SEDE PRINCIPAL;0
105841;JOSE MARIA CABAL;0
105858;REPUBLICA DE VENEZUELA;0
105866;GRANADINOS;0
105874;ROSA ZARATE DE PEÑA;0
105882;INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA;0
101014;INSTITUTO EMMANUEL;0
101048;COL SAN JOSE CAMPESTRE;1
101055;COLEGIO CENTRAL;0
